1,유지,제이케이성형외과의원,주권,의원,서울,"서울특별시 강남구 논현로 835 (신사동, JK빌딩)  ",미국/일본/중국/러시아/중동/몽골/베트남/기타
2,유지,자생한방병원,신준식,한방병원,서울,서울특별시 강남구 강남대로 536(논현동)  ,미국/일본/몽골/러시아/기타(동남아시아)
3,유지,경북대학교병원,김용림,상급종합병원,대구,대구광역시 중구 동덕로 130 (삼덕동2가)  ,"미국/중국/기타(동남아시아,아랍 국가 등)"
4,유지,좋은문화병원,문화숙외 1명,종합병원,부산,부산광역시 동구 범일로 119(범일동)  ,미국/일본/중국/러시아/기타(베트남)
5,유지,드림성형외과의원,박양수외 1명,의원,서울,"서울특별시 강남구 논현로 848, 6층(신사동)  ","밈국, 일본, 중국, 동남아시아 국가"
6,유지,건국대학교병원,유광하,상급종합병원,서울,서울특별시 광진구 능동로 120-1(화양동)  ,미국/중국/러시아/기타(중동지역)
7,유지,씨엠병원,이도영,종합병원,서울,서울특별시 영등포구 영등포로36길 13(영등포동4가)  ,
8,유지,좋은강안병원,구정회,종합병원,부산,부산광역시 수영구 수영로 493(남천동)  ,미국/일본/중국/몽골/러시아
9,유지,조선대학교병원,김경종,상급종합병원,광주,"광주광역시 동구 필문대로 365 (학동,조선대학교병원)  ",미국/일본/중국
10,유지,대영성형외과의원,안동현,의원,서울,"서울특별시 강남구 압구정로 338(신사동, 2층 3호)  ",미국/일본/중국
11,유지,예송이비인후과,김형태,의원,서울,서울특별시 강남구 삼성로 773 (청담동) 예송빌딩,미국/일본/중국
12,유지,레알성형외과의원,김수신 외1,의원,서울,"서울특별시 강남구 압구정로 164,  2층(신사동 아세아빌딩)  ",일본/중국
13,유지,에이치제이매그놀리아국제한방병원,이진우,한방병원,경기,"경기 가평군 설악면 미사리로 267-177 (송산리, HJ매그놀리아국제병원) HJ매그놀리아국제병원",일본/몽골/러시아
14,유지,삼성서울병원,박승우,상급종합병원,서울,서울특별시 강남구 일원로 81(일원동)  ,러시아/중동/몽골
15,유지,유씨강남치과의원,정해웅,치과의원,서울,"서울특별시 강남구 봉은사로 209, 4,5,6층(논현동)  ",미국/일본/중국
16,유지,오킴스피부과의원,조항래,의원,경기,"경기도 고양시 일산동구 강석로 123 (마두동,뉴삼창마트A동10층)  ",일본/중국/기타(대만/홍콩)
17,유지,지에스(GS)안과의원,김무연,의원,서울,"서울특별시 강남구 강남대로 390 (역삼동, 미진프라자) 8,15,16층",미국/일본/중국/기타(독일)
18,유지,에이치제이매그놀리아국제병원,이진우,병원,경기,"경기 가평군 설악면 미사리로 267-177 (송산리, HJ매그놀리아국제병원) HJ매그놀리아국제병원",일본/몽골/기타(카자흐스탄 등 중앙아시아)
19,유지,동아대학교병원,한석정,상급종합병원,부산,부산광역시 서구 대신공원로 26(동대신동3가)  ,미국/일본/중국/러시아
20,유지,강동병원,강신혁,병원,부산,부산광역시 사하구 다대로 145 (신평동)  ,"일본, 중국, 러시아, 몽골"
21,유지,명지병원,이왕준,종합병원,경기,경기도 고양시 덕양구 화수로 14번길 55(화정동)  ,미국/일본/중국
22,유지,이화여자대학교의과대학부속목동병원,유경하,종합병원,서울,서울특별시 양천구 안양천로 1071(목동)  ,미국/러시아/기타(베트남)
23,유지,(재)한국의학연구소 부산분사무소,이상호,의원,부산,"부산광역시 동구 조방로 14, 5층(범일동, 동일타워)  ",미국/일본/중국
24,유지,(재)한국의학연구소 대구분사무소,이상호,의원,대구,"대구광역시 중구 국채보상로 611(문화동, 대구시티센터 5층)  ",미국/일본/중국/몽골/기타(캐나다)
25,유지,(재)한국의학연구소 광주분사무소,이상호,의원,광주,"광주광역시 서구 상무중앙로 58, 8~10층(치평동, 타임스타워)  ",미국/일본/중국
26,유지,(재)한국의학연구소한국중부의원,이상호,의원,서울,"서울특별시 종로구 세종대로23길 54 (당주동, 세종빌딩, 세종아파트) 세종빌딩 1~4층",미국/일본/중국/기타(캐나다)
27,유지,(재)한국의학연구소 수원분사무소 ,이상호,의원,경기,"경기도 수원시 권선구 동수원로 232 (권선동, 센터블스파) 1,2층",미국/일본/중국/기타(캐나다)
28,유지,(재)한국의학연구소 강남분사무소,이상호,의원,서울,"서울특별시 강남구 테헤란로 411(삼성동, 성담빌딩 5~8층)  ",미국/일본/중국/몽골/기타(캐나다)
29,유지,(재)한국의학연구소 (여의도분사무소),이상호,의원,서울,"서울특별시 영등포구 국제금융로2길 24 (여의도동, BNK금융타워) 13,14,15,17,18층",미국/일본/중국/기타(캐나다)
30,유지,강남삼성성형외과의원,박영진,의원,서울,"서울특별시 강남구 선릉로 830 (청담동, 공신진흥빌딩) 6층",미국/일본/중국
31,유지,후즈후치과의원,최재용,치과의원,서울,"서울특별시 강남구 논현로171길 15 (신사동, 카로시티1) 5층 후즈후치과",미국/일본/중국/러시아
32,유지,허쉬성형외과의원,정영춘 ,의원,서울,서울특별시 강남구 삼성로 730 (청담동) 2-4 층,미국/일본/중국/러시아
33,유지,의료법인경동의료재단효성병원,박경동,병원,대구,대구광역시 수성구 수성로 194(중동)  ,미국/일본/중국/러시아
34,유지,아이디병원,박상훈,병원,서울,"서울특별시 강남구 도산대로 142, 도산대로 12길13(논현동)  ",일본
35,유지,서울대학교병원,김연수,상급종합병원,서울,서울특별시 종로구 대학로 101 (연건동)    ,미국/일본/중국/러시아/중동/몽골
36,유지,순천향대학교 부속 서울병원,서교일,종합병원,서울,서울특별시 용산구 대사관로 59 (한남동)  ,"미국/일본/기타(중남미,아프리카)"
37,유지,순천향대학교부속부천병원,서교일,종합병원,경기,경기도 부천시 원미구 조마루로 170(중동)  ,미국/중국/러시아
38,유지,삼육서울병원,양거승,종합병원,서울,"서울특별시 동대문구 망우로 82(휘경동, 산6번지 2호외 7필지)  ",미국/일본/중국/몽골/러시아
39,유지,차의과대학교 강남차병원,김춘복,종합병원,서울,서울특별시 강남구 논현로 566(역삼동)  ,미국/일본/중국/몽골/러시아
40,유지,황성주털털한피부과의원,황성주,의원,서울,"서울 강남구 도산대로1길 13 (신사동, ICT TOWER) 2층 ","미국/일본/중국/몽골/기타(대만,홍콩,싱가폴,인도)"
41,유지,에스플란트치과병원,손병섭 외 5명,치과병원,서울,"서울 강남구 도산대로 410 (청담동) 5~8F(청담동, 유니트빌딩)",미국/일본/중국/러시아
42,유지,이문원한의원,이문원,한의원,서울,"서울특별시 강남구 선릉로 132길 33, 1층(청담동)  ",미국/일본/중국
43,유지,글로벌서울성형외과의원,조성필,의원,서울,"서울특별시 강남구 언주로 846(신사동, 7층)  ","일본/중국/몽골/기타(태국,홍콩)"
44,유지,글로벌성형외과의원,최오규,의원,서울,"서울특별시 강남구 언주로 846(신사동, 8층)  ","일본/중국/몽골/기타(태국,홍콩)"
45,유지,하이키한의원,박승찬,한의원,서울,"서울특별시 서초구 신반포로 205(잠원동, 외5필지 반포쇼핑상가 6동 506, 507호)  ",
46,유지,온누리수의원,이소영,의원,대전,"대전광역시 서구 동서대로 1147(가장동, 5층 501호, 6층 602호)  ",미국/일본/중국
47,유지,초이스피부과의원,최광호,의원,서울,"서울특별시 강남구 강남대로 616(신사동, 신사美타워 802호)  ",일본/중국
48,유지,탑클래스성형외과의원,전용훈 외 1 명 ,의원,서울,"서울특별시 강남구 강남대로 406, 13층동(역삼동, 글래스타워)  ",미국/일본/중국
49,유지,윌스기념병원,박춘근,종합병원,경기,경기도 수원시 팔달구 경수대로 437(인계동)  ,미국/중국/몽골
50,유지,한길안과병원,정규형,병원,인천,인천광역시 부평구 부평대로 35(부평동)  ,미국/일본/중국/러시아
51,유지,서울대학교병원 강남의원,박경우,의원,서울,"서울특별시 강남구 테헤란로 152, 38층, 39층, 3층 일부  ",미국/중국/러시아
52,유지,경희대학교 병원,김성완,상급종합병원,서울,서울특별시 동대문구 경희대로 23(회기동)  ,일본/러시아
53,유지,경희대학교 치과병원,김성완,치과병원,서울,서울특별시 동대문구 경희대로 23(회기동)  ,일본/러시아
54,유지,경희대학교 한방병원,김성완,한방병원,서울,서울특별시 동대문구 경희대로 23(회기동)  ,일본/러시아
55,유지,한양대학교병원,윤호주,상급종합병원,서울,"서울 성동구 왕십리로 222-1 (사근동, 한양대학교병원) 한양대학교병원",미국/중국
56,유지,뷰성형외과의원,최순우,의원,서울,"서울특별시 강남구 봉은사로 107, 4,5,7~11,13,14층(논현동)  ",
57,유지,대경영상의학과의원,이기만 외 8명,의원,대구,"대구 수성구 동대구로 311 (범어동, 범어 애플타워) 2층",미국/일본/중국/몽골/러시아/기타(영어권)
58,유지,연세대학교 의과대학 세브란스병원,윤동섭,상급종합병원,서울,서울특별시 서대문구 연세로 50-1(신촌동)   ,미국/일본/중국/러시아/중동/몽골
59,유지,서울아산병원,박승일,상급종합병원,서울,서울특별시 송파구 올림픽로 43길 88(풍납동)  ,미국/일본/중국/러시아/중동/몽골/베트남
60,유지,충남대학교병원,윤환중,상급종합병원,대전,대전광역시 중구 문화로 282 (대사동)  ,미국/일본/중국/러시아/중동/몽골/베트남
61,유지,의료법인 길의료재단 길병원,이태훈 ,상급종합병원,인천,"인천 남동구 남동대로774번길 21 (구월동, 가천의과대학교길병원) 가천대길병원 ","미국, 중국, 몽골, 러시아, 중동"
62,유지,부민병원,정흥태,종합병원,부산,"부산광역시 북구 만덕대로 59(덕천동, 외 2필지, 380-9)  ",일본/러시아
63,유지,가톨릭대학교 서울성모병원,윤승규,상급종합병원,서울,서울특별시 서초구 반포대로 222(반포동)  ,미국/일본/중국/러시아/중동/몽골/베트남
64,유지,파크에비뉴치과의원,박동원,치과의원,서울,"서울특별시 강남구 논현로 562(역삼동, 2층)  ",미국/일본/몽골 
65,유지,곽병원,곽동협,종합병원,대구,대구광역시 중구 국채보상로 531(수동)  ,미국/일본
66,유지,구미강동병원,신재학,종합병원,경북,경상북도 구미시 인동20길 46(진평동)  ,미국/일본/중국/몽골/러시아
67,유지,화순전남대학교병원,정용연,상급종합병원,전남,전라남도 화순군 화순읍 서양로 322  ,미국/중국/러시아/몽골
68,유지,국립암센터,서홍관,종합병원,경기,경기도 고양시 일산동구 일산로 323(마두동)  ,미국/러시아
69,유지,서울여성병원,오익환,병원,인천,"인천광역시 남구 경원대로 771(주안동, 경원대로 766 서울빌딩 2~6층)  ",미국/일본/중국/러시아/몽골
70,유지,강남베드로병원,윤강준,병원,서울,"서울특별시 강남구 남부순환로 2633(도곡동, 914-2)  ",미국/일본/중국
71,유지,부산우리들병원,전상협,병원,부산,부산광역시 동래구 중앙대로 1523 (온천동)  ,"일본, 중국, 러시아, 유럽 및 영어권"
72,유지,덕영치과병원,박준홍,치과병원,대구,대구광역시 중구 국채보상로 511(서문로2가)  ,미국/일본/중국
73,유지,호산여성병원,방장훈,병원,서울,서울특별시 강남구 언주로 871(신사동)  ,미국/일본/중국/몽골/러시아
74,유지,KS병원,박용범외 1명,병원,서울,서울특별시 강남구 선릉로 571(역삼동)  ,미국/일본
75,유지,우리들병원,이상호,병원,서울,서울특별시 강남구 학동로 445 (청담동)  ,미국/러시아/중동/몽골
76,유지,어셈블성형외과의원,조주원,의원,서울,"서울특별시 서초구 강남대로 605, 11층(잠원동, 휴먼타워)  ",중국
77,유지,하늘성형외과의원,김성호,의원,부산,부산 부산진구 서면로 62-1 (부전동) 에이스메디칼타워 3-10층,미국/일본/중국/몽골/러시아
78,유지,우리들병원,백운기,종합병원,서울,서울특별시 강서구 하늘길 70 (과해동)  ,미국/일본/중국/몽골/러시아
79,유지,인하대학교의과대학부속병원(인하대병원),김영모,상급종합병원,인천,인천광역시 중구 인항로 27(신흥동3가)  ,미국/중국/몽골/러시아
80,유지,원진성형외과의원,강문석,의원,서울,"서울특별시 서초구 강남대로 419 (서초동, 파고다타워) 12~18층",미국/일본/중국/러시아/몽골
